alletar;explotacio;nom;genere;pare;mare;quadra;cod;num_serie;dob;estado;part;GenereT;EstadoT
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;42914;M;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;43274;M;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;43768;M;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;44124;F;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;44594;M;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;44967;F;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;45313;F;OK
1;El Grau;H-52;;Polit;E-1;;1927;;41671;ok;45684;M;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;43895;;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;44189;F;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;44620;F;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;45014;M;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;45402;;OK
1;El Grau;K-68;;A3;Faus;;9202;ES01090486;43132;ok;45754;M;OK
1;El Grau;I-10;;;;;786;;41821;ok;43032;M;OK
1;El Grau;I-10;;;;;786;;41821;ok;43507;F;OK
1;El Grau;I-10;;;;;786;;41821;ok;44257;M;OK
1;El Grau;I-10;;;;;786;;41821;ok;44679;F;OK
1;El Grau;I-10;;;;;786;;41821;ok;45034;M;OK
1;El Grau;I-10;;;;;786;;41821;ok;45400;M;OK
1;El Grau;I-10;;;;;786;;41821;ok;45737;M;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;43049;;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;43410;F;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;43869;F;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;44220;M;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;44651;F;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;45003;F;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;45369;M;OK
1;El Grau;I-8;;T-4;Xero;;1327;;41821;ok;45708;F;OK
1;El Grau;K-1;;Negre;vas;;5274;ES03090476;42461;ok;43937;F;OK
1;El Grau;K-1;;Negre;vas;;5274;ES03090476;42461;ok;44679;F;OK
1;El Grau;K-1;;Negre;vas;;5274;ES03090476;42461;ok;45020;M;OK
1;El Grau;K-1;;Negre;vas;;5274;ES03090476;42461;ok;45377;F;OK
1;El Grau;K-1;;Negre;vas;;5274;ES03090476;42461;ok;45702;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;42786;F;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;43158;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;43517;F;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;43869;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;44223;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;44668;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;45012;F;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;45337;M;OK
1;El Grau;H-51;;@;R-7;;1808;;41699;ok;45694;M;OK
1;El Grau;21-7;;Marques;R-32;;9792;ES07090537;44232;ok;45378;F;OK
1;El Grau;21-7;;Marques;R-32;;9792;ES07090537;44232;ok;45730;M;OK
